date,time,pickup_location,dropoff_location,trip_distance_km,trip_duration_min,surge_multiplier,driver_utilization_percent,weather_condition,dispatching_base_number,fare_amount,trip_frequency_bucket
14-07-2024,09:27,Madhapur,Kukatpally,6.83,17.14,2.6,59,Rain,HYD001,436.44,High
14-07-2024,12:58,Banjara Hills,Gachibowli,15.71,43.01,2.06,95,Rain,HYD002,708.18,High
14-07-2024,10:27,Secunderabad,LB Nagar,18.21,47.17,2.61,78,Rain,HYD005,1002.35,High
14-07-2024,18:18,Hitech City,Banjara Hills,11.95,30.79,2.63,74,Rain,HYD003,707.98,High
14-07-2024,19:25,Kukatpally,Gachibowli,11.82,24.75,1.87,40,Cloudy,HYD005,485.42,High
14-07-2024,16:45,Secunderabad,Miyapur,21.91,41.35,1.23,53,Clear,HYD002,526.1,Low
14-07-2024,13:09,Ameerpet,Charminar,14.09,41.3,1.93,42,Rain,HYD003,599.93,High
14-07-2024,17:29,Banjara Hills,Charminar,9.04,26.6,2.22,50,Rain,HYD004,461.61,High
14-07-2024,13:13,Jubilee Hills,Gachibowli,7.69,21.17,2.15,71,Rain,HYD003,414.34,High
14-07-2024,09:49,Gachibowli,Begumpet,16.35,41.19,1.87,53,Cloudy,HYD001,615.75,High
15-07-2024,18:29,Hitech City,Kukatpally,7.26,19.52,1.56,46,Clear,HYD003,282.44,Medium
15-07-2024,10:47,Ameerpet,Jubilee Hills,5.85,13.96,2.49,47,Rain,HYD001,375.6,High
15-07-2024,18:46,Jubilee Hills,Kukatpally,9.29,22.25,2.7,63,Rain,HYD003,569.62,High
15-07-2024,00:13,Hitech City,Charminar,20.17,39.37,2.12,46,Rain,HYD004,827.73,Medium
15-07-2024,21:08,Secunderabad,Miyapur,21.84,39.34,1.11,50,Cloudy,HYD003,468.12,Low
15-07-2024,20:28,Charminar,Madhapur,16.51,32.01,1.01,42,Clear,HYD005,333.93,Low
15-07-2024,08:36,LB Nagar,Jubilee Hills,26.06,50.15,2.21,81,Rain,HYD002,1108.79,High
15-07-2024,20:32,Jubilee Hills,LB Nagar,26.55,79.64,1.08,88,Clear,HYD005,574.92,Low
15-07-2024,09:37,Miyapur,Ameerpet,16.58,41.47,2.18,54,Rain,HYD005,739.81,High
15-07-2024,07:29,Madhapur,Ameerpet,7.68,18.05,1.65,56,Rain,HYD002,309.79,Medium
15-07-2024,22:41,Miyapur,Charminar,26.86,67.12,1.68,45,Rain,HYD001,903.21,Medium
15-07-2024,01:17,Banjara Hills,Gachibowli,15.13,43.63,2.17,63,Rain,HYD004,697.6,Medium
15-07-2024,15:28,Charminar,Gachibowli,21.99,53.9,1.17,90,Cloudy,HYD001,531.4,Low
15-07-2024,15:16,Charminar,Secunderabad,12.79,25.14,1.72,62,Rain,HYD003,455.92,Medium
15-07-2024,22:04,Madhapur,Secunderabad,15.91,27.29,1.13,67,Clear,HYD001,345.87,Low
15-07-2024,19:23,Ameerpet,Kukatpally,8.86,22.22,1.9,69,Cloudy,HYD002,389.63,Medium
15-07-2024,08:10,Miyapur,Charminar,25.76,54.95,2.43,59,Rain,HYD003,1226.84,High
15-07-2024,09:33,Miyapur,Charminar,27.13,53.57,2.44,77,Rain,HYD004,1292.14,High
15-07-2024,17:33,Secunderabad,Miyapur,22.3,44.5,1.66,81,Cloudy,HYD005,733.56,Medium
15-07-2024,15:01,Secunderabad,Madhapur,14.72,33.86,1.88,78,Rain,HYD003,567.36,Medium
15-07-2024,09:12,Madhapur,LB Nagar,27.6,48.23,2.0,94,Rain,HYD003,1001.55,High
15-07-2024,08:42,Secunderabad,Hitech City,18.79,45.84,2.25,76,Rain,HYD005,844.5,High
15-07-2024,17:22,Gachibowli,Kukatpally,13.05,37.37,2.61,41,Rain,HYD004,770.33,High
15-07-2024,20:13,Jubilee Hills,Charminar,14.55,40.98,1.1,62,Clear,HYD001,343.88,Low
15-07-2024,21:01,Banjara Hills,Charminar,8.32,18.76,1.62,69,Rain,HYD001,326.93,Medium
15-07-2024,10:48,Jubilee Hills,Ameerpet,6.04,14.21,2.47,91,Rain,HYD004,385.58,High
15-07-2024,20:14,Hitech City,Ameerpet,9.88,22.5,2.05,62,Rain,HYD001,471.72,High
15-07-2024,16:43,Secunderabad,LB Nagar,16.83,40.42,1.84,76,Rain,HYD003,616.65,Medium
15-07-2024,15:25,Kukatpally,Jubilee Hills,9.0,19.04,1.15,45,Clear,HYD005,230.23,Low
15-07-2024,08:53,Jubilee Hills,Ameerpet,6.48,15.96,2.37,67,Rain,HYD001,389.81,High
15-07-2024,12:30,Secunderabad,Begumpet,5.37,14.84,1.77,83,Rain,HYD002,260.92,Medium
15-07-2024,09:34,Banjara Hills,LB Nagar,19.5,37.6,2.51,72,Rain,HYD005,950.08,High
15-07-2024,03:27,Gachibowli,Begumpet,15.14,31.82,1.58,62,Rain,HYD004,474.48,Medium
16-07-2024,10:36,Madhapur,Jubilee Hills,3.52,7.75,1.88,92,Rain,HYD003,208.62,Medium
16-07-2024,15:50,Secunderabad,Begumpet,5.55,9.64,1.97,66,Rain,HYD004,289.23,Medium
16-07-2024,16:53,Banjara Hills,Miyapur,17.69,35.76,1.08,45,Cloudy,HYD001,370.4,Low
16-07-2024,10:36,Madhapur,Ameerpet,7.53,16.44,1.82,42,Cloudy,HYD003,317.77,Low
16-07-2024,15:39,Ameerpet,Hitech City,10.44,29.14,1.77,68,Rain,HYD002,433.51,Medium
16-07-2024,18:28,Banjara Hills,Charminar,9.91,28.11,1.7,79,Cloudy,HYD001,389.24,Medium
16-07-2024,13:04,Ameerpet,Hitech City,9.07,19.28,1.68,78,Rain,HYD001,348.4,Medium
16-07-2024,21:47,Gachibowli,Jubilee Hills,9.26,20.57,1.7,95,Rain,HYD005,361.14,Medium
16-07-2024,17:30,Kukatpally,Miyapur,8.76,15.57,2.57,80,Rain,HYD001,505.9,High
16-07-2024,07:09,Kukatpally,Miyapur,9.32,23.96,1.85,59,Rain,HYD005,415.35,Medium
16-07-2024,16:49,Banjara Hills,Gachibowli,13.88,35.54,1.04,84,Cloudy,HYD003,314.88,Low
16-07-2024,13:54,LB Nagar,Madhapur,30.79,58.27,1.77,60,Rain,HYD002,1016.39,Medium
16-07-2024,09:54,Madhapur,Charminar,18.3,45.11,1.66,46,Clear,HYD002,625.33,Medium
16-07-2024,22:22,LB Nagar,Jubilee Hills,26.11,51.53,1.1,76,Clear,HYD005,544.12,Low
16-07-2024,13:34,Begumpet,Madhapur,10.13,19.7,1.96,72,Rain,HYD003,440.88,Medium
16-07-2024,17:58,Hitech City,Kukatpally,7.63,19.79,1.85,60,Cloudy,HYD003,348.04,Medium
16-07-2024,17:25,Hitech City,Secunderabad,17.23,54.64,1.65,81,Clear,HYD002,636.32,Medium
16-07-2024,08:13,Kukatpally,Secunderabad,13.6,23.64,2.17,83,Rain,HYD002,603.49,High
16-07-2024,13:02,Begumpet,Kukatpally,9.97,21.86,1.94,61,Rain,HYD005,420.28,Medium
16-07-2024,21:58,Kukatpally,Secunderabad,14.72,39.12,1.16,85,Cloudy,HYD004,352.68,Low
16-07-2024,22:20,LB Nagar,Begumpet,20.19,42.96,1.15,56,Cloudy,HYD001,441.47,Low
16-07-2024,02:55,Secunderabad,Gachibowli,23.29,49.94,1.46,93,Cloudy,HYD002,674.03,Low
16-07-2024,22:11,Kukatpally,Banjara Hills,12.82,24.82,1.76,95,Rain,HYD002,459.22,Medium
16-07-2024,15:48,Secunderabad,Gachibowli,21.51,38.63,1.08,43,Clear,HYD004,429.08,Low
16-07-2024,14:38,Kukatpally,Ameerpet,8.76,17.0,1.85,80,Rain,HYD004,354.59,Medium
16-07-2024,11:59,Kukatpally,Secunderabad,15.12,44.74,1.86,59,Rain,HYD003,609.91,Medium
16-07-2024,21:18,Madhapur,Charminar,19.01,62.72,1.43,52,Rain,HYD004,590.22,Medium
16-07-2024,09:53,Charminar,LB Nagar,11.14,28.74,1.46,44,Cloudy,HYD001,355.83,Medium
16-07-2024,23:35,Gachibowli,Kukatpally,12.63,35.97,1.66,82,Rain,HYD005,451.97,Medium
16-07-2024,20:39,Secunderabad,Hitech City,16.71,40.65,1.07,49,Clear,HYD004,356.2,Low
16-07-2024,14:00,Gachibowli,Ameerpet,14.33,27.65,1.13,55,Clear,HYD004,335.78,Low
16-07-2024,13:41,Miyapur,Ameerpet,16.14,38.24,1.12,49,Clear,HYD005,384.54,Low
16-07-2024,11:59,Begumpet,Ameerpet,2.55,6.16,1.12,63,Cloudy,HYD002,104.83,Low
17-07-2024,17:05,Banjara Hills,Begumpet,5.41,10.07,2.61,93,Rain,HYD005,358.59,High
17-07-2024,19:43,Banjara Hills,Ameerpet,4.01,8.64,1.55,54,Cloudy,HYD001,184.01,Medium
17-07-2024,19:06,Miyapur,Jubilee Hills,13.5,31.39,2.52,62,Rain,HYD005,731.86,High
17-07-2024,13:37,Jubilee Hills,Gachibowli,9.07,21.68,1.95,71,Rain,HYD002,415.48,Medium
17-07-2024,22:00,Hitech City,Banjara Hills,11.0,20.02,1.69,91,Rain,HYD004,388.78,Medium
17-07-2024,22:15,LB Nagar,Charminar,12.22,37.43,1.74,64,Rain,HYD003,483.28,Medium
17-07-2024,15:24,LB Nagar,Charminar,12.05,25.02,1.06,89,Cloudy,HYD002,274.3,Low
17-07-2024,18:35,Secunderabad,Ameerpet,7.14,21.81,2.0,75,Cloudy,HYD002,355.98,Medium
17-07-2024,15:06,Charminar,Kukatpally,20.21,55.44,1.03,62,Cloudy,HYD003,430.86,Low
17-07-2024,08:09,Madhapur,LB Nagar,26.03,47.27,2.01,85,Rain,HYD001,987.39,High
17-07-2024,06:40,Gachibowli,Miyapur,8.36,21.45,1.15,74,Cloudy,HYD001,233.14,Low
17-07-2024,12:21,Hitech City,Secunderabad,16.04,35.41,1.66,91,Rain,HYD001,528.94,Medium
17-07-2024,07:32,Miyapur,Hitech City,7.32,15.21,1.06,52,Cloudy,HYD004,189.3,Low
17-07-2024,08:58,LB Nagar,Charminar,12.02,26.97,1.78,50,Cloudy,HYD001,469.79,Medium
17-07-2024,21:10,Kukatpally,Madhapur,7.45,15.65,1.17,84,Cloudy,HYD005,200.64,Low
17-07-2024,18:53,Kukatpally,Hitech City,7.31,20.05,1.75,64,Clear,HYD003,317.18,Medium
17-07-2024,09:29,Charminar,Madhapur,16.71,53.96,2.57,52,Rain,HYD003,936.03,High
17-07-2024,14:58,Miyapur,Gachibowli,9.81,17.98,1.12,93,Cloudy,HYD002,234.86,Low
17-07-2024,23:03,Madhapur,Charminar,17.28,40.99,1.77,81,Rain,HYD004,629.77,Medium
17-07-2024,22:39,Charminar,Madhapur,19.26,57.1,1.54,84,Rain,HYD005,631.95,Medium
17-07-2024,07:30,Hitech City,Kukatpally,6.57,17.95,1.02,64,Cloudy,HYD005,172.35,Low
17-07-2024,10:58,Miyapur,Kukatpally,9.29,27.45,2.33,61,Rain,HYD001,516.12,High
17-07-2024,09:36,Madhapur,Begumpet,9.57,31.24,1.73,74,Cloudy,HYD003,391.84,Medium
17-07-2024,20:23,Charminar,Ameerpet,12.56,26.76,1.03,56,Cloudy,HYD005,273.46,Low
17-07-2024,00:13,Charminar,Ameerpet,12.73,26.16,1.35,59,Cloudy,HYD004,358.29,Low
17-07-2024,15:13,Jubilee Hills,LB Nagar,25.05,53.09,1.7,73,Rain,HYD005,845.21,Medium
17-07-2024,18:03,Madhapur,LB Nagar,30.58,53.74,1.58,65,Clear,HYD005,851.24,Medium
17-07-2024,12:20,LB Nagar,Hitech City,28.33,64.5,1.14,46,Clear,HYD002,637.41,Low
17-07-2024,16:22,Charminar,Banjara Hills,9.32,18.56,1.68,53,Rain,HYD005,354.38,Medium
17-07-2024,18:48,Hitech City,Jubilee Hills,5.37,11.02,2.26,65,Rain,HYD004,331.37,High
17-07-2024,08:34,Banjara Hills,Ameerpet,4.0,12.33,1.68,55,Clear,HYD004,216.93,Medium
17-07-2024,15:04,Hitech City,Kukatpally,7.29,16.3,1.05,68,Clear,HYD003,185.57,Low
17-07-2024,09:46,Begumpet,Madhapur,11.17,31.71,2.08,61,Rain,HYD001,533.4,High
18-07-2024,23:41,Gachibowli,Begumpet,15.09,33.34,1.59,64,Rain,HYD001,478.81,Medium
18-07-2024,23:10,Miyapur,Hitech City,7.72,14.39,1.07,61,Cloudy,HYD004,199.11,Low
18-07-2024,18:35,Jubilee Hills,Miyapur,12.2,38.81,1.73,53,Cloudy,HYD003,465.22,Medium
18-07-2024,17:14,Ameerpet,Madhapur,8.53,20.23,1.73,45,Clear,HYD002,342.43,Medium
18-07-2024,08:27,Hitech City,Jubilee Hills,4.98,11.22,1.88,68,Cloudy,HYD004,251.1,Medium
18-07-2024,14:45,Gachibowli,Madhapur,5.9,11.63,1.71,87,Rain,HYD004,260.77,Medium
18-07-2024,09:49,Kukatpally,Hitech City,6.94,21.38,1.58,54,Clear,HYD002,285.96,Medium
18-07-2024,08:15,Gachibowli,Banjara Hills,14.77,39.68,1.9,43,Clear,HYD001,620.4,Medium
18-07-2024,08:57,Begumpet,Secunderabad,4.66,13.61,2.34,64,Rain,HYD001,313.1,High
18-07-2024,16:16,Secunderabad,Charminar,13.85,25.92,1.87,72,Rain,HYD005,529.01,Medium
18-07-2024,14:18,Banjara Hills,Jubilee Hills,6.97,12.42,1.87,66,Rain,HYD004,313.58,Medium
18-07-2024,13:37,Banjara Hills,Jubilee Hills,6.81,13.84,1.67,43,Rain,HYD002,283.96,Medium
18-07-2024,21:51,Gachibowli,Ameerpet,13.6,24.14,1.1,53,Cloudy,HYD003,304.28,Low
18-07-2024,12:56,Miyapur,Banjara Hills,19.84,65.76,1.13,94,Clear,HYD005,485.47,Low
18-07-2024,16:26,Kukatpally,Madhapur,6.58,16.81,1.92,91,Rain,HYD005,314.55,Medium
18-07-2024,13:26,Secunderabad,Ameerpet,6.93,18.6,2.02,42,Rain,HYD002,361.3,High
18-07-2024,15:40,Madhapur,Charminar,18.95,50.49,1.05,64,Cloudy,HYD003,411.46,Low
18-07-2024,22:24,Gachibowli,Madhapur,5.8,15.24,1.81,62,Rain,HYD001,285.9,Medium
18-07-2024,07:19,Secunderabad,Ameerpet,7.87,16.8,1.15,49,Cloudy,HYD004,221.08,Low
18-07-2024,14:06,Kukatpally,LB Nagar,30.19,98.36,1.66,52,Rain,HYD002,991.08,Medium
18-07-2024,08:03,Hitech City,Secunderabad,18.37,32.06,1.88,77,Cloudy,HYD002,689.05,Medium
18-07-2024,16:11,Miyapur,Gachibowli,8.31,25.23,1.0,83,Cloudy,HYD003,204.5,Low
18-07-2024,18:03,Hitech City,Madhapur,2.0,3.98,1.69,49,Cloudy,HYD005,145.41,Medium
18-07-2024,07:14,Miyapur,LB Nagar,32.0,67.5,1.63,71,Rain,HYD001,988.54,Medium
18-07-2024,12:54,Kukatpally,Banjara Hills,12.6,27.92,1.36,58,Cloudy,HYD002,375.25,Low
18-07-2024,19:02,Charminar,Secunderabad,14.14,34.25,1.71,60,Cloudy,HYD001,512.66,Medium
18-07-2024,13:21,Begumpet,Charminar,13.19,31.71,1.92,52,Rain,HYD003,553.89,Medium
18-07-2024,19:04,Hitech City,Ameerpet,9.09,17.11,1.77,81,Cloudy,HYD005,354.47,Medium
18-07-2024,17:38,Kukatpally,Ameerpet,8.71,24.16,1.51,94,Cloudy,HYD002,322.71,Medium
18-07-2024,11:40,Madhapur,Charminar,16.98,33.42,1.1,81,Clear,HYD001,372.86,Low
18-07-2024,11:43,Gachibowli,LB Nagar,32.0,55.41,1.11,83,Cloudy,HYD002,656.5,Low
18-07-2024,16:21,Hitech City,Jubilee Hills,4.98,14.99,1.79,68,Rain,HYD003,261.42,Medium
18-07-2024,18:23,Jubilee Hills,Gachibowli,8.21,19.03,2.39,59,Rain,HYD002,450.09,High
19-07-2024,18:47,Miyapur,Kukatpally,9.07,18.28,2.08,56,Rain,HYD005,436.34,High
19-07-2024,07:39,Kukatpally,Gachibowli,11.16,20.11,1.64,41,Rain,HYD005,379.41,Medium
19-07-2024,11:55,LB Nagar,Gachibowli,32.0,99.27,1.73,47,Rain,HYD002,1106.81,Medium
19-07-2024,14:08,Kukatpally,Gachibowli,12.98,25.09,1.15,67,Cloudy,HYD004,318.35,Low
19-07-2024,19:54,Gachibowli,Secunderabad,22.7,59.74,1.88,69,Cloudy,HYD004,885.0,Medium
19-07-2024,13:03,Secunderabad,Gachibowli,20.69,56.97,2.21,49,Rain,HYD003,950.55,High
19-07-2024,16:25,LB Nagar,Charminar,11.87,21.31,1.93,74,Rain,HYD002,482.31,Medium
19-07-2024,08:30,Gachibowli,Miyapur,9.4,27.08,2.06,59,Rain,HYD002,441.09,High
19-07-2024,14:10,Miyapur,Begumpet,17.84,38.65,1.74,74,Rain,HYD005,598.82,Medium
19-07-2024,17:54,Begumpet,Secunderabad,4.81,8.43,2.34,82,Rain,HYD001,303.4,High
19-07-2024,19:07,LB Nagar,Hitech City,30.43,73.58,2.13,42,Rain,HYD003,1256.61,High
19-07-2024,07:45,Secunderabad,Miyapur,20.2,52.03,1.14,67,Clear,HYD004,483.97,Low
19-07-2024,07:13,Gachibowli,Charminar,20.63,36.29,1.6,52,Rain,HYD002,623.7,Medium
19-07-2024,23:09,Kukatpally,Miyapur,8.12,25.24,1.53,81,Rain,HYD005,306.75,Medium
19-07-2024,17:47,Jubilee Hills,Miyapur,11.94,20.8,2.39,88,Rain,HYD005,577.19,High
19-07-2024,15:45,Madhapur,LB Nagar,29.65,92.08,1.11,89,Clear,HYD002,652.52,Low
19-07-2024,15:39,LB Nagar,Gachibowli,32.0,88.52,1.02,50,Clear,HYD001,621.92,Low
19-07-2024,09:03,Madhapur,Hitech City,2.0,3.56,1.6,70,Clear,HYD003,130.08,Medium
19-07-2024,22:28,Secunderabad,Gachibowli,20.62,41.38,1.61,83,Rain,HYD002,649.39,Medium
19-07-2024,07:21,Secunderabad,Hitech City,18.23,34.9,1.04,67,Clear,HYD004,361.62,Low
19-07-2024,18:22,Hitech City,Begumpet,11.73,37.72,2.8,67,Rain,HYD001,750.18,High
19-07-2024,12:29,Ameerpet,Charminar,12.09,32.42,1.32,92,Cloudy,HYD002,341.24,Low
19-07-2024,12:20,Secunderabad,Hitech City,17.18,49.69,1.23,82,Cloudy,HYD005,460.73,Low
19-07-2024,16:16,Ameerpet,Gachibowli,15.8,34.38,1.81,51,Rain,HYD003,573.42,Medium
19-07-2024,12:45,Jubilee Hills,Banjara Hills,6.64,18.65,1.34,53,Cloudy,HYD001,223.24,Low
19-07-2024,18:32,LB Nagar,Begumpet,21.07,56.18,2.16,41,Rain,HYD002,931.08,High
19-07-2024,18:21,Kukatpally,LB Nagar,30.0,66.23,2.3,83,Rain,HYD001,1303.8,High
19-07-2024,14:24,Jubilee Hills,Kukatpally,7.99,20.52,1.04,93,Clear,HYD002,203.16,Low
19-07-2024,14:19,Miyapur,Charminar,29.0,84.42,1.77,95,Rain,HYD003,1051.26,Medium
19-07-2024,22:26,Jubilee Hills,Banjara Hills,6.53,12.67,1.19,82,Clear,HYD003,189.4,Low
19-07-2024,08:33,LB Nagar,Kukatpally,26.89,73.94,1.72,82,Clear,HYD003,957.69,Medium
19-07-2024,23:58,Secunderabad,Hitech City,16.86,47.99,1.07,55,Cloudy,HYD002,391.2,Low
19-07-2024,08:00,Secunderabad,Ameerpet,7.55,22.07,1.93,56,Rain,HYD001,351.7,High
20-07-2024,17:48,Hitech City,Banjara Hills,10.22,33.33,2.49,59,Rain,HYD004,600.1,High
20-07-2024,16:20,Miyapur,Banjara Hills,20.48,47.67,2.11,45,Rain,HYD003,851.39,High
20-07-2024,14:17,Jubilee Hills,Gachibowli,8.61,21.89,1.96,66,Rain,HYD004,391.45,High
20-07-2024,21:49,Charminar,Banjara Hills,9.04,22.56,1.42,52,Cloudy,HYD002,299.54,Medium
20-07-2024,11:30,Begumpet,Banjara Hills,5.45,17.82,2.22,65,Rain,HYD001,339.78,High
20-07-2024,17:34,Kukatpally,Banjara Hills,12.82,23.55,2.01,42,Cloudy,HYD005,524.44,High
20-07-2024,22:31,Charminar,Madhapur,18.95,38.81,1.13,89,Cloudy,HYD001,413.87,Low
20-07-2024,05:22,Banjara Hills,Madhapur,9.24,28.51,1.22,69,Cloudy,HYD003,269.14,Low
20-07-2024,20:31,Kukatpally,Secunderabad,14.97,28.94,1.43,91,Cloudy,HYD005,429.96,Medium
20-07-2024,14:37,Begumpet,Charminar,14.0,36.91,1.69,57,Rain,HYD002,514.13,High
20-07-2024,17:53,Banjara Hills,Hitech City,11.15,33.92,1.93,72,Cloudy,HYD005,510.56,High
20-07-2024,10:26,Charminar,Jubilee Hills,15.58,27.51,2.22,83,Rain,HYD002,681.1,High
20-07-2024,20:07,Banjara Hills,Charminar,8.63,20.66,1.39,91,Clear,HYD001,289.08,Medium
20-07-2024,17:04,Miyapur,Banjara Hills,18.2,55.91,1.82,64,Cloudy,HYD005,726.25,High
20-07-2024,18:35,Jubilee Hills,Ameerpet,5.54,9.52,2.37,93,Rain,HYD003,337.65,High
20-07-2024,19:29,Jubilee Hills,Begumpet,8.79,16.05,1.92,86,Clear,HYD003,385.93,High
20-07-2024,09:16,Kukatpally,Gachibowli,13.02,22.94,1.93,45,Cloudy,HYD003,531.67,High
20-07-2024,13:05,Ameerpet,Charminar,12.46,22.66,1.99,58,Rain,HYD004,534.77,High
20-07-2024,08:51,Charminar,Madhapur,19.33,37.77,1.92,66,Cloudy,HYD003,733.23,High
20-07-2024,20:12,Secunderabad,Kukatpally,14.34,37.79,2.22,83,Rain,HYD002,706.72,High
20-07-2024,13:55,Begumpet,Ameerpet,2.44,4.86,1.49,57,Cloudy,HYD004,139.65,Medium
20-07-2024,22:05,Gachibowli,Banjara Hills,14.15,34.99,2.04,40,Rain,HYD003,616.85,High
20-07-2024,17:17,Madhapur,Hitech City,2.0,3.8,2.8,42,Rain,HYD003,232.42,High
20-07-2024,23:34,Jubilee Hills,Miyapur,13.47,23.96,1.86,42,Rain,HYD005,527.5,High
20-07-2024,12:42,Banjara Hills,Begumpet,5.63,12.94,1.48,57,Clear,HYD003,215.05,Medium
20-07-2024,15:49,Charminar,Banjara Hills,8.69,20.21,1.48,89,Clear,HYD005,302.04,Low
20-07-2024,17:19,Banjara Hills,Begumpet,4.87,8.39,1.98,64,Cloudy,HYD002,268.79,High
20-07-2024,09:06,Charminar,Banjara Hills,8.48,17.55,2.15,72,Rain,HYD004,416.78,High
20-07-2024,14:22,Charminar,Jubilee Hills,15.35,43.5,1.31,63,Clear,HYD003,439.79,Low
20-07-2024,17:53,Madhapur,Ameerpet,7.6,17.83,1.73,49,Clear,HYD002,319.5,High
20-07-2024,10:15,Kukatpally,Begumpet,10.66,27.8,2.8,54,Rain,HYD002,674.91,High
20-07-2024,13:12,Charminar,Begumpet,13.49,34.82,1.39,45,Cloudy,HYD001,410.97,Medium
20-07-2024,21:05,Gachibowli,Madhapur,5.85,14.66,1.38,68,Clear,HYD003,210.96,Medium
20-07-2024,15:33,Banjara Hills,Hitech City,12.26,22.45,1.45,91,Clear,HYD003,384.85,Low
20-07-2024,12:14,Ameerpet,Banjara Hills,3.96,11.38,2.23,70,Rain,HYD002,282.25,High
20-07-2024,06:11,Hitech City,Kukatpally,7.86,19.7,1.48,40,Cloudy,HYD001,285.74,Low
20-07-2024,20:54,Begumpet,Secunderabad,5.4,10.76,1.74,57,Rain,HYD004,240.54,High
20-07-2024,08:38,Ameerpet,Hitech City,9.13,27.63,1.53,93,Cloudy,HYD004,332.18,High
21-07-2024,13:27,Begumpet,Banjara Hills,5.2,10.96,1.86,43,Rain,HYD003,252.65,High
21-07-2024,18:37,Begumpet,Miyapur,18.75,48.57,2.0,45,Cloudy,HYD003,760.21,High
21-07-2024,08:39,Secunderabad,Kukatpally,14.74,30.3,2.52,40,Rain,HYD005,741.21,High
21-07-2024,18:41,Ameerpet,Kukatpally,9.67,28.95,1.82,82,Clear,HYD001,401.31,High
21-07-2024,09:24,Kukatpally,Begumpet,9.64,18.21,1.59,93,Cloudy,HYD005,341.27,High
21-07-2024,22:16,Madhapur,Jubilee Hills,3.25,6.93,1.4,62,Cloudy,HYD005,143.64,Low
21-07-2024,14:39,Kukatpally,Secunderabad,13.28,23.74,1.81,43,Rain,HYD003,504.63,High
21-07-2024,23:35,Madhapur,Gachibowli,6.86,21.63,2.16,61,Rain,HYD005,390.16,High
21-07-2024,00:58,Banjara Hills,Secunderabad,8.83,21.3,1.39,67,Cloudy,HYD001,293.03,Low
21-07-2024,16:04,Secunderabad,Jubilee Hills,12.01,25.93,1.41,55,Cloudy,HYD002,370.79,Low
21-07-2024,17:49,Kukatpally,LB Nagar,28.5,51.03,2.8,41,Rain,HYD004,1454.28,High
21-07-2024,21:50,Miyapur,Begumpet,19.16,55.18,1.48,51,Cloudy,HYD003,598.85,Medium
21-07-2024,19:46,Madhapur,Secunderabad,16.64,50.9,2.1,55,Cloudy,HYD004,739.55,High
21-07-2024,18:53,Banjara Hills,Miyapur,19.04,59.0,2.69,72,Rain,HYD005,1056.54,High
21-07-2024,21:49,Charminar,Begumpet,13.98,45.1,1.36,74,Cloudy,HYD004,413.13,Medium
21-07-2024,23:28,Banjara Hills,Ameerpet,3.82,7.84,1.52,43,Cloudy,HYD002,179.41,Medium
21-07-2024,18:05,Kukatpally,Secunderabad,15.47,33.16,1.96,43,Clear,HYD001,629.56,High
21-07-2024,09:46,Hitech City,Madhapur,2.0,5.31,1.86,50,Clear,HYD004,165.6,High
21-07-2024,12:39,Charminar,Hitech City,19.42,35.05,2.12,57,Rain,HYD002,764.46,High
21-07-2024,07:38,Ameerpet,Banjara Hills,3.48,7.3,1.83,48,Rain,HYD005,208.06,High
21-07-2024,18:24,Kukatpally,Gachibowli,12.25,22.82,2.7,88,Rain,HYD001,718.03,High
21-07-2024,09:33,Madhapur,Jubilee Hills,3.46,6.23,2.41,95,Rain,HYD005,261.03,High
21-07-2024,23:00,Begumpet,Ameerpet,2.38,6.74,1.34,78,Clear,HYD004,124.72,Low
21-07-2024,20:31,Hitech City,Gachibowli,4.75,13.99,1.32,43,Cloudy,HYD003,182.42,Medium
21-07-2024,07:23,Charminar,Hitech City,21.38,69.8,1.25,60,Clear,HYD005,588.89,Low
21-07-2024,12:17,Jubilee Hills,LB Nagar,24.43,63.62,2.0,53,Rain,HYD004,968.47,High
21-07-2024,16:37,Charminar,Secunderabad,13.22,29.11,1.95,67,Rain,HYD004,548.68,High
21-07-2024,21:07,Gachibowli,LB Nagar,31.96,82.56,1.76,55,Rain,HYD004,1064.5,High
21-07-2024,23:14,Secunderabad,Jubilee Hills,13.0,29.78,1.46,40,Cloudy,HYD005,400.57,Low
21-07-2024,19:39,Kukatpally,Charminar,22.54,66.99,2.02,72,Cloudy,HYD002,921.07,High
21-07-2024,18:51,Jubilee Hills,Banjara Hills,5.92,13.96,2.01,59,Clear,HYD002,308.29,High
21-07-2024,12:17,Ameerpet,LB Nagar,22.46,53.07,1.38,46,Cloudy,HYD005,597.06,Medium
21-07-2024,06:16,Ameerpet,Kukatpally,9.37,22.68,1.12,49,Cloudy,HYD002,234.8,Low
21-07-2024,21:05,Gachibowli,Banjara Hills,15.62,44.33,1.26,40,Cloudy,HYD002,430.75,Medium
21-07-2024,18:03,Ameerpet,Banjara Hills,4.2,8.05,2.22,56,Clear,HYD004,262.28,High
21-07-2024,19:50,LB Nagar,Banjara Hills,18.65,47.4,2.24,65,Rain,HYD003,856.38,High
21-07-2024,13:04,Begumpet,LB Nagar,19.67,50.82,2.27,72,Rain,HYD002,922.84,High
21-07-2024,09:48,LB Nagar,Secunderabad,17.15,34.65,2.14,49,Cloudy,HYD005,725.33,High
22-07-2024,17:47,Madhapur,Miyapur,9.66,20.18,2.24,73,Rain,HYD001,468.44,High
